10944750,13451,0,72
10944750,13451,2,72
10944750,13451,2,72
10944750,13451,0,72
10944750,13451,0,72
10944750,13451,0,72
10944750,13451,0,72
10944750,13451,0,72
10944750,21110,0,69
10944750,1131,0,22
10944750,1131,0,22
10944750,8689,0,105
10944750,8689,2,105
10944750,8689,2,105
10944750,8689,0,105
10944750,8689,0,105
10944750,26619,0,48
10944750,5185,0,35
10944750,18575,0,105
10944750,23662,0,57
10944750,23662,0,57
10944750,24955,0,19
10944750,155,0,8
10944750,155,3,8
10944750,15761,0,113
10944750,15761,0,113
10944750,15761,0,113
10944750,15761,0,113
10944750,19673,0,40
10944750,19673,0,40
10944750,19673,0,40
10944750,19673,0,40
10944750,19673,0,41
10944750,19673,0,41
10944750,19673,1,40
10944750,15315,0,75
10944750,15315,0,75
10944750,15980,0,105
10944750,1996,0,105
10944750,1996,0,105
10944750,1996,0,105
10944750,1996,0,105
10944750,13779,0,37
10944750,21501,0,38
10944750,21501,0,38
10944750,21501,0,38
10944750,21501,0,38
10944750,23251,0,62
10944750,23251,0,62
10944750,23251,0,62
10944750,11465,0,48
10944750,6290,0,91
10944750,6290,0,87
10944750,6290,0,91
10944750,18730,0,8
10944750,18730,0,8
10944750,14580,0,19
10944750,14580,0,105
10944750,7373,0,65
10944750,7373,0,65
10944750,7373,0,65
10944750,7373,0,65
10944750,4078,0,92
10944750,8628,0,66
10944750,8628,0,66
10944750,8628,0,66
10944750,8628,0,66
10944750,8628,0,66
10944750,25687,0,99
10944750,25687,0,70
10944750,25687,0,6
10944750,25687,0,99
10944750,25687,0,99
10944750,25687,0,43
10944750,25687,0,20
10944750,25687,0,92
10944750,25687,0,43
10944750,25687,0,92
10944750,25687,0,6
10944750,25687,0,20
10944750,25687,0,90
10944750,25687,0,99
10944750,25687,0,99
10944750,25687,0,92
10944750,25687,0,99
10944750,25687,0,99
10944750,25687,0,99
10944750,25687,0,99
10944750,25687,0,43
10944750,25687,0,61
10944750,25687,0,61
10944750,25687,0,43
10944750,25687,2,99
10944750,25687,0,43
10944750,25687,0,90
10944750,25687,0,92
10944750,25687,0,61
10944750,25687,0,90
10944750,25687,0,2
10944750,25687,0,6
10944750,25687,0,70
10944750,25687,0,99
10944750,25687,0,92
10944750,9817,0,65
10944750,9817,0,65
10944750,23564,0,43
10944750,29547,0,36
10944750,29547,0,36
10944750,29547,0,36
10944750,12055,0,43
10944750,12055,0,43
10944750,12055,0,43
10944750,12055,0,43
10944750,3631,0,83
10944750,1461,0,66
10944750,1461,0,66
10944750,1461,0,67
10944750,1461,0,66
10944750,1461,0,67
10944750,1461,0,66
10944750,1461,0,66
10944750,1461,0,66
10944750,1461,0,66
10944750,1461,0,67
10944750,1461,0,66
10944750,1461,0,66
10944750,1461,0,66
10944750,1461,0,66
10944750,22416,0,14
10944750,19414,0,48
10944750,24869,0,119
10944750,7150,0,69
10944750,7150,1,69
10944750,7150,0,69
10944750,5357,0,99
10944750,6294,0,32
10944750,6294,0,32
10944750,6294,0,32
10944750,7737,0,77
10944750,11638,0,99
10944750,11026,0,105
10944750,10480,0,105
10944750,10480,0,105
10944750,10970,0,42
10944750,10970,0,42
10944750,18697,0,19
10944750,8719,0,70
10944750,8719,0,106
10944750,8719,0,70
10944750,8719,0,9
10944750,8719,0,9
10944750,8719,0,106
10944750,8719,0,9
10944750,8719,0,106
